row_index,author_id,name,home_link,total_cost_usd,usage
239,gstzNJYAAAAJ,Seongjae Kang,https://erjui.github.io/,0.0009567,"""CompletionUsage(completion_tokens=463, prompt_tokens=3746, total_tokens=4209, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=3746, image_tokens=0), num_sources_used=0)"""
245,F-dzP7AAAAAJ,Victor Wei-Chung CHANG,https://www.monash.edu/engineering/victorchang,0.0068217500000000006,"""CompletionUsage(completion_tokens=376, prompt_tokens=33834, total_tokens=34210, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=33834, image_tokens=0), num_sources_used=0)"""
248,ZNZtyqcAAAAJ,Sangwoo Shin,http://www.sangwooshin.com/,0.0010594000000000003,"""CompletionUsage(completion_tokens=44, prompt_tokens=5307, total_tokens=5351, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=5307, image_tokens=0), num_sources_used=0)"""
251,3h-xwHYAAAAJ,Jiyong Kim,https://sites.google.com/view/ipsekimgroup/home,0.00103695,"""CompletionUsage(completion_tokens=48, prompt_tokens=5730, total_tokens=5778, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=5730, image_tokens=0), num_sources_used=0)"""
256,CbBGl5MAAAAJ,Ki-Tae Kim,https://www.scnu-able.net/,0.00072495,"""CompletionUsage(completion_tokens=44, prompt_tokens=4180, total_tokens=4224, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=4180, image_tokens=0), num_sources_used=0)"""
258,iD7szJwAAAAJ,Yu Kang,http://english.big.cas.cn/sourcedb/fs/BIG_GSI/202311/t20231122_644793.html,0.000195,"""CompletionUsage(completion_tokens=44, prompt_tokens=985, total_tokens=1029, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=985, image_tokens=0), num_sources_used=0)"""
261,4yNEieUAAAAJ,Hyung Gyu Lee,https://sites.google.com/view/hyunggyulee/%ED%99%88,0.0011249,"""CompletionUsage(completion_tokens=259, prompt_tokens=5097, total_tokens=5356, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=5097, image_tokens=0), num_sources_used=0)"""
263,DIwpYS8AAAAJ,Hongje Jang,http://www.nano-bio-optics.com/,0.00020175,"""CompletionUsage(completion_tokens=44, prompt_tokens=1564, total_tokens=1608, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=1564, image_tokens=0), num_sources_used=0)"""
270,mDXSJKsAAAAJ,Christopher John Butler,http://researcher.ibm.com/person/au1-chris.butler,0.00059095,"""CompletionUsage(completion_tokens=44, prompt_tokens=3510, total_tokens=3554, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=3510, image_tokens=0), num_sources_used=0)"""
272,lShsfKEAAAAJ,Jaewoo Lee,https://sites.google.com/view/jaewoo,0.0011171500000000001,"""CompletionUsage(completion_tokens=136, prompt_tokens=5911, total_tokens=6047, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=5911, image_tokens=0), num_sources_used=0)"""
279,ZzazZGcAAAAJ,Sunghee Cho,https://burke.weill.cornell.edu/cho-lab/people/sunghee-cho-phd,0.00107425,"""CompletionUsage(completion_tokens=405, prompt_tokens=5024, total_tokens=5429, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=5024, image_tokens=0), num_sources_used=0)"""
283,h4r_C-kAAAAJ,Eunseung Hwang,https://sites.google.com/view/eunseunghwang,0.00120665,"""CompletionUsage(completion_tokens=177, prompt_tokens=6256, total_tokens=6433, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=6256, image_tokens=0), num_sources_used=0)"""
288,LgSpTSAAAAAJ,Rajan Jose,http://fist.ump.edu.my/,0.0022598,"""CompletionUsage(completion_tokens=44, prompt_tokens=11309, total_tokens=11353, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=11309, image_tokens=0), num_sources_used=0)"""
291,27upKh0AAAAJ,Dung-Fang Lee,https://med.uth.edu/ibp/faculty/dung-fang-lee/,0.0014049000000000002,"""CompletionUsage(completion_tokens=115, prompt_tokens=6857, total_tokens=6972, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=6857, image_tokens=0), num_sources_used=0)"""
292,56nnZ7sAAAAJ,Meng-Shiou Lee,http://webap.cmu.edu.tw/TchEportfolio/index_2/leemengshiou,0.0007031000000000001,"""CompletionUsage(completion_tokens=541, prompt_tokens=2283, total_tokens=2824, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=2283, image_tokens=0), num_sources_used=0)"""
298,ZFMICRoAAAAJ,ChangHwan Lee,https://www.albany.edu/leelab,0.0005739499999999999,"""CompletionUsage(completion_tokens=44, prompt_tokens=3425, total_tokens=3469, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=3425, image_tokens=0), num_sources_used=0)"""
300,5sIYh1gAAAAJ,Ping Jin,http://entropy.guru/,0.0008986,"""CompletionUsage(completion_tokens=44, prompt_tokens=4503, total_tokens=4547, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=4503, image_tokens=0), num_sources_used=0)"""
303,pW8O7RIAAAAJ,Myungjin Kim,https://mungjinnie.github.io/,0.0003679,"""CompletionUsage(completion_tokens=253, prompt_tokens=1327, total_tokens=1580, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=1327, image_tokens=0), num_sources_used=0)"""
307,2iT-_QoAAAAJ,Jacques-Henri Jourdan,http://jhjourdan.mketjh.fr/,0.00055515,"""CompletionUsage(completion_tokens=294, prompt_tokens=2706, total_tokens=3000, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=2706, image_tokens=0), num_sources_used=0)"""
309,UoB_1doAAAAJ,Nuri Oh,https://sites.google.com/view/ohnuri/,0.00055435,"""CompletionUsage(completion_tokens=44, prompt_tokens=3327, total_tokens=3371, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=3327, image_tokens=0), num_sources_used=0)"""
310,TsXV06QAAAAJ,Youngik Sohn,https://qdlab.kaist.ac.kr/,0.00041735000000000003,"""CompletionUsage(completion_tokens=44, prompt_tokens=2642, total_tokens=2686, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=2642, image_tokens=0), num_sources_used=0)"""
312,44mWOicAAAAJ,Boreum Lee,https://boreumlee.com/,0.000411,"""CompletionUsage(completion_tokens=44, prompt_tokens=2065, total_tokens=2109, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=2065, image_tokens=0), num_sources_used=0)"""
316,E_kKcyUAAAAJ,Elle Hyunjung Yoon,https://sites.google.com/view/elle-yoon/,0.0009567,"""CompletionUsage(completion_tokens=347, prompt_tokens=4036, total_tokens=4383, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=4036, image_tokens=0), num_sources_used=0)"""
318,ND1bCjEAAAAJ,Seojeong (Jay) Lee,https://sites.google.com/site/misspecifiedjay,0.0018188500000000001,"""CompletionUsage(completion_tokens=249, prompt_tokens=9137, total_tokens=9386, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=9137, image_tokens=0), num_sources_used=0)"""
323,t4-bHucAAAAJ,Sang-Hun Lee,https://sites.google.com/view/thzshl/,0.001162,"""CompletionUsage(completion_tokens=44, prompt_tokens=5820, total_tokens=5864, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=5820, image_tokens=0), num_sources_used=0)"""
329,_DxP-KUAAAAJ,Bo Kang,https://bokang.io/,0.00081715,"""CompletionUsage(completion_tokens=412, prompt_tokens=3721, total_tokens=4133, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=3721, image_tokens=0), num_sources_used=0)"""
331,lnzF_ycAAAAJ,Stuti Chakraborty,https://chan.usc.edu/people/phd-students/Stuti_Chakraborty,0.0045299500000000005,"""CompletionUsage(completion_tokens=258, prompt_tokens=22670, total_tokens=22928, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=22670, image_tokens=0), num_sources_used=0)"""
334,zWy8BiQAAAAJ,Jihun Kim,https://heartlab.yonsei.ac.kr/,0.0009077,"""CompletionUsage(completion_tokens=53, prompt_tokens=4526, total_tokens=4579, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=4526, image_tokens=0), num_sources_used=0)"""
336,TuFzbSEAAAAJ,Chang-Wan Ha,https://sites.google.com/view/hawan,0.00353685,"""CompletionUsage(completion_tokens=477, prompt_tokens=17157, total_tokens=17634, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=17157, image_tokens=0), num_sources_used=0)"""
337,mr3yCEwAAAAJ,Je Hyeon Park,https://drive.google.com/file/d/1dHBr3gxet-UcQO3M7vJHlV4UoNNzzXEv/view?usp=sharing,0.001987,"""CompletionUsage(completion_tokens=228, prompt_tokens=9485, total_tokens=9713, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=9485, image_tokens=0), num_sources_used=0)"""
339,RlLReE4AAAAJ,Fiona Lee,http://www.fiona-lee.org/,0.0010904,"""CompletionUsage(completion_tokens=384, prompt_tokens=4612, total_tokens=4996, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=4612, image_tokens=0), num_sources_used=0)"""
340,zLn_rFwAAAAJ,H. Chad Lane,http://hchadlane.net/,0.00048035000000000005,"""CompletionUsage(completion_tokens=362, prompt_tokens=2162, total_tokens=2524, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=2162, image_tokens=0), num_sources_used=0)"""
341,URB_CUYAAAAJ,Kyoung-Ho Kim,https://sites.google.com/view/kyoungho,0.00033395000000000007,"""CompletionUsage(completion_tokens=44, prompt_tokens=2225, total_tokens=2269, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=2225, image_tokens=0), num_sources_used=0)"""
346,KxBIppkAAAAJ,Chahwan Song,https://chahwansong.github.io/,0.00033185,"""CompletionUsage(completion_tokens=253, prompt_tokens=1692, total_tokens=1945, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=1692, image_tokens=0), num_sources_used=0)"""
349,zPeUMHIAAAAJ,Yu-Rin Kim,https://www.researchgate.net/profile/Yu-Rin-Kim,0.00012935,"""CompletionUsage(completion_tokens=44, prompt_tokens=1202, total_tokens=1246, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=1202, image_tokens=0), num_sources_used=0)"""
350,mpzOQQEAAAAJ,J. Robert Johansson,http://dml.riken.jp/~rob/,0.0003138,"""CompletionUsage(completion_tokens=44, prompt_tokens=1579, total_tokens=1623, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=1579, image_tokens=0), num_sources_used=0)"""
351,bWRMNgIAAAAJ,Young Kyu Hwang (황영규),https://www.krict.re.kr/eng/sub02_01_01.do,0.0015314,"""CompletionUsage(completion_tokens=44, prompt_tokens=7667, total_tokens=7711, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=7667, image_tokens=0), num_sources_used=0)"""
357,AfFQf-0AAAAJ,Chulki Kim,https://sites.google.com/view/ckl,0.0016758,"""CompletionUsage(completion_tokens=44, prompt_tokens=8389, total_tokens=8433, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=8389, image_tokens=0), num_sources_used=0)"""
361,t1KDNnUAAAAJ,Kyeongnam Kim,https://kyeongnam-kim.netlify.app/,0.0018717000000000002,"""CompletionUsage(completion_tokens=589, prompt_tokens=8006, total_tokens=8595, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=8006, image_tokens=0), num_sources_used=0)"""
363,xQ9r7dMAAAAJ,JUNG Jaeoh,https://psychiatristjung.modoo.at/,0.00011035000000000001,"""CompletionUsage(completion_tokens=46, prompt_tokens=1102, total_tokens=1148, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=1102, image_tokens=0), num_sources_used=0)"""
364,cKvQd74AAAAJ,CheolJun Park,https://cheoljunp.github.io/,0.0015333,"""CompletionUsage(completion_tokens=577, prompt_tokens=6344, total_tokens=6921, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=6344, image_tokens=0), num_sources_used=0)"""
368,wzZ2rWYAAAAJ,Younglong Kim,https://orcid.org/0000-0003-2985-7457,0.0030637,"""CompletionUsage(completion_tokens=161, prompt_tokens=15036, total_tokens=15197, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=15036, image_tokens=0), num_sources_used=0)"""
369,NMu4-sQAAAAJ,Yungbum Jung,http://ropas.snu.ac.kr/~dreameye,0.0005464500000000001,"""CompletionUsage(completion_tokens=319, prompt_tokens=2600, total_tokens=2919, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=2600, image_tokens=0), num_sources_used=0)"""
371,MuoD4QQAAAAJ,Soonil Lee,https://www.changwon.ac.kr/cpl/main.do,0.00083035,"""CompletionUsage(completion_tokens=44, prompt_tokens=4707, total_tokens=4751, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=4707, image_tokens=0), num_sources_used=0)"""
372,f3V5emAAAAAJ,Euihyeok Lee,https://misl.koreatech.ac.kr/,0.00041395,"""CompletionUsage(completion_tokens=44, prompt_tokens=2625, total_tokens=2669, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=2625, image_tokens=0), num_sources_used=0)"""
373,EPpYG6kAAAAJ,Giyoung Lee,http://giyoung0606.wix.com/giyoung,0.0002464,"""CompletionUsage(completion_tokens=30, prompt_tokens=1277, total_tokens=1307, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=1277, image_tokens=0), num_sources_used=0)"""
376,5ZzcGmgAAAAJ,Ayoub El Hanchi,https://ayoubelhanchi.github.io/,0.00024974999999999997,"""CompletionUsage(completion_tokens=134, prompt_tokens=1579, total_tokens=1713, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=1579, image_tokens=0), num_sources_used=0)"""
377,459W6a8AAAAJ,Byung Hyung Kim,https://www.affctiv.ai/,0.0021017500000000003,"""CompletionUsage(completion_tokens=160, prompt_tokens=10774, total_tokens=10934, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=10774, image_tokens=0), num_sources_used=0)"""
379,K_PRgDsAAAAJ,Ingul Baek,https://sites.google.com/view/ingulb,0.0005957000000000001,"""CompletionUsage(completion_tokens=131, prompt_tokens=2771, total_tokens=2902, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=2771, image_tokens=0), num_sources_used=0)"""
385,1CAlXvYAAAAJ,Hyung Won Chung,https://hwchung2.github.io/,0.0010935,"""CompletionUsage(completion_tokens=213, prompt_tokens=5055, total_tokens=5268, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=5055, image_tokens=0), num_sources_used=0)"""
387,2BFSceEAAAAJ,Dongpil Kim,https://github.com/vlfrmfla,0.0071666,"""CompletionUsage(completion_tokens=312, prompt_tokens=35173, total_tokens=35485, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=35173, image_tokens=0), num_sources_used=0)"""
392,XnUIZB8AAAAJ,"Nicola A. Hanania, MD, MS",https://www.bcm.edu/people-search/nicola-hanania-22632,0.00300375,"""CompletionUsage(completion_tokens=380, prompt_tokens=14734, total_tokens=15114, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=14734, image_tokens=0), num_sources_used=0)"""
394,f2yeR2QAAAAJ,Inês Lima Azevedo,https://ines.stanford.edu/,0.00064445,"""CompletionUsage(completion_tokens=193, prompt_tokens=3405, total_tokens=3598, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=3405, image_tokens=0), num_sources_used=0)"""
399,TIvAmyIAAAAJ,Soojung Oh,https://www.apgroup.com/int/ko/,0.0058456,"""CompletionUsage(completion_tokens=48, prompt_tokens=29228, total_tokens=29276, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=29228, image_tokens=0), num_sources_used=0)"""
400,Wq5aWeIAAAAJ,Khew Choy Yuen,http://www.mpb.gov.my/,0.0044285999999999996,"""CompletionUsage(completion_tokens=48, prompt_tokens=22689, total_tokens=22737, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=888, text_tokens=22689, image_tokens=0), num_sources_used=0)"""
404,hb4w55kAAAAJ,Youngjun Joo,https://leftblue.wixsite.com/yjjoo,0.0017136999999999999,"""CompletionUsage(completion_tokens=417, prompt_tokens=7646, total_tokens=8063, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=7646, image_tokens=0), num_sources_used=0)"""
407,pThQkBgAAAAJ,Han-Yong Bae,http://hanyongbae.wixsite.com/hbcatalysis,0.0014863,"""CompletionUsage(completion_tokens=81, prompt_tokens=7349, total_tokens=7430, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=7349, image_tokens=0), num_sources_used=0)"""
409,UX8qqSkAAAAJ,Haebom Lee,http://www.haebom.me/,0.0022770000000000004,"""CompletionUsage(completion_tokens=368, prompt_tokens=10585, total_tokens=10953, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=10585, image_tokens=0), num_sources_used=0)"""
410,XrISrwwAAAAJ,Seonki Hong,https://sites.google.com/view/seonkihongdgist/,0.0007425000000000001,"""CompletionUsage(completion_tokens=53, prompt_tokens=3700, total_tokens=3753, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=3700, image_tokens=0), num_sources_used=0)"""
414,1faF9ncAAAAJ,Yung-Chun Chang,http://nlp.tmu.edu.tw/,0.0021779499999999997,"""CompletionUsage(completion_tokens=90, prompt_tokens=11330, total_tokens=11420, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=887, text_tokens=11330, image_tokens=0), num_sources_used=0)"""
415,gaJsxIQAAAAJ,Michael K. Lim,http://sites.google.com/view/milim,0.0005826,"""CompletionUsage(completion_tokens=252, prompt_tokens=2403, total_tokens=2655, completion_tokens_details=CompletionTokensDetails(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=0, cached_tokens=160, text_tokens=2403, image_tokens=0), num_sources_used=0)"""
