name,author_id,snippet,link,source
Na-Yeon Shin - Google 학술 검색,ojkO6EsAAAAJ,POSTECH - ‪‪인용 횟수 148번‬‬ - ‪deep learning‬ - ‪climate dynamics‬ - ‪climate variabilities‬ ... postech.ac.kr의 이메일 확인됨. deep learningclimate ...,https://scholar.google.com/citations?user=ojkO6EsAAAAJ&hl=ko,Google Scholar
Jungseul Ok - Google 학술 검색,KWG3UUMAAAAJ,"Associate Professor, CSE/AI, POSTECH. postech.ac.kr의 이메일 확인됨 - 홈페이지 · Reinforcement LearningMachine Learning. 학술자료인용공개 액세스공동 저자. 제목.",https://scholar.google.com/citations?user=KWG3UUMAAAAJ&hl=ko,Google Scholar
Hyunmyung Oh - Google 학술 검색,bnRSWlsAAAAJ,Pohang University of Science and Technology - ‪‪인용 횟수 97번‬‬ - ‪Deep Learning‬ - ‪VLSI‬ - ‪In-Memory Computing‬ ... postech.ac.kr의 이메일 확인됨. Deep ...,https://scholar.google.com/citations?user=bnRSWlsAAAAJ&hl=ko,Google Scholar
Gang Hee Gu - Google 학술 검색,WG2xegkAAAAJ,"공동 저자. Hyoung Seop KimGraduate Institute of Ferrous Technology (GIFT), POSTECHpostech.ac.kr의 이메일 확인됨 ... Novel deep learning approach for practical ...",https://scholar.google.com/citations?user=WG2xegkAAAAJ&hl=ko,Google Scholar
Sangwoo Mo - Google 학술 검색,Sq9y3NMAAAAJ,"Assistant Professor, POSTECH - ‪‪인용 횟수 2749번‬‬ - ‪Artificial Intelligence‬ - ‪Deep Learning‬ - ‪Multimodal Models‬ ... postech.ac.kr의 이메일 확인됨 ...",https://scholar.google.com/citations?user=Sq9y3NMAAAAJ&hl=ko,Google Scholar
Eunseop Lee - Google 학술 검색,FNwAci4AAAAJ,POSTECH - ‪‪인용 횟수 93번‬‬ - ‪Deep Learning‬ - ‪Computer Vision‬ - ‪Object Detection‬ ... postech.ac.kr의 이메일 확인됨. Deep LearningComputer Vision ...,https://scholar.google.com/citations?user=FNwAci4AAAAJ&hl=ko,Google Scholar
DongGeon Lee - Google 학술 검색,MQKVYV8AAAAJ,POSTECH - ‪‪인용 횟수 15번‬‬ - ‪Natural Language Processing‬ - ‪Large Language Models‬ - ‪Responsible AI‬ - ‪AI Safety‬,https://scholar.google.com/citations?user=MQKVYV8AAAAJ&hl=ko,Google Scholar
Na-Yeon Shin - Google 학술 검색,ojkO6EsAAAAJ,POSTECH - ‪‪인용 횟수 148번‬‬ - ‪deep learning‬ - ‪climate dynamics‬ - ‪climate variabilities‬,https://scholar.google.com/citations?user=ojkO6EsAAAAJ&hl=ko,Google Scholar
Jibum Hong - Google 학술 검색,vbupZpsAAAAJ,POSTECH - ‪‪인용 횟수 184번‬‬ ... Sequential deep learning architectures for anomaly detection in virtual network function chains.,https://scholar.google.com/citations?user=vbupZpsAAAAJ&hl=ko,Google Scholar
Juwon Na,F5DXPd8AAAAJ,Pohang University of Science Technology (POSTECH) - ‪‪Cited by 200‬‬ - ‪Deep learning‬ - ‪Industrial AI‬,https://scholar.google.com/citations?user=F5DXPd8AAAAJ&hl=en,Google Scholar
Heemin Yang - Google 학술 검색,Hw4G4qQAAAAJ,공동 저자. Sunghyun ChoPOSTECHpostech.ac.kr의 이메일 확인됨. Jaesung RimPOSTECHpostech. ... Deep Hybrid Camera Deblurring for Smartphone Cameras.,https://scholar.google.com/citations?user=Hw4G4qQAAAAJ&hl=ko,Google Scholar
Jihwan Kim - Google 학술 검색,cLiXNUIAAAAJ,"Sang Joon LeePOSTECHpostech.ac.kr의 이메일 확인됨. 팔로우 ... deep learning. J Kim*, T Go*, SJ Lee. Journal of Hazardous Materials 418 ...",https://scholar.google.com/citations?user=cLiXNUIAAAAJ&hl=ko,Google Scholar
Minseon Gwak,Wcmn2ucAAAAJ,... Deep State Space Model - ‪Linear System Theory‬ - ‪Sequence Modeling‬ ... Co-authors. poogyeon parkPOSTECHVerified email at postech.ac.kr.,https://scholar.google.com/citations?user=Wcmn2ucAAAAJ&hl=en,Google Scholar
Keonhyeok Park - Google 학술 검색,FhCkuagAAAAJ,postech.ac.kr의 이메일 확인됨 - 홈페이지 · Industrial AIAcousticsNon ... Deep learning predicts the differentiation of kidney organoids derived from human induced ...,https://scholar.google.com/citations?user=FhCkuagAAAAJ&hl=ko,Google Scholar
