name,author_id,snippet,link,source
Ijaz Ahmad,36_QizEAAAAJ,"Postdoc, Korea University - ‪‪Cited by 260‬‬ - ‪privacy-preserving deep‬ ... Verified email at korea.ac.kr - Homepage · privacy-preserving deep learning ...",https://scholar.google.com/citations?user=36_QizEAAAAJ&hl=en,Google Scholar
Seongbin Ryu - Google 학술 검색,1aUZ4EMAAAAJ,korea.ac.kr의 이메일 확인됨. 구조공학토목공학딥러닝. 학술자료인용. 제목. 정렬 ... Estimates of internal forces in torsionally braced steel i-girder bridges using ...,https://scholar.google.com/citations?user=1aUZ4EMAAAAJ&hl=ko,Google Scholar
Sangkyun Lee,H9TufgYAAAAJ,"School of Cybersecurity, Korea University. Verified email at korea.ac.kr - Homepage · Artificial IntelligenceAI SecurityLarge-Scale Machine LearningDeep ...",https://scholar.google.com/citations?user=H9TufgYAAAAJ&hl=en,Google Scholar
Sungwoo Park,B1xpjO8AAAAJ,"... Deep learning - ‪Generative Model‬ - ‪Optimal‬ ... Changhee LeeAssistant Professor, Korea UniversityEmail được xác minh tại korea.ac.kr.",https://scholar.google.com/citations?user=B1xpjO8AAAAJ&hl=vi,Google Scholar
Jinkyu Kim - Google 학술 검색,-x3wvW8AAAAJ,korea.ac.kr의 이메일 확인됨 - 홈페이지. 학술자료인용공개 액세스. 제목. 정렬 ... Deep traffic light detection for self-driving cars from a large-scale dataset.,https://scholar.google.com/citations?user=-x3wvW8AAAAJ&hl=ko,Google Scholar
Wonshik Choi,vbnuUcwAAAAJ,"Department of physics, Korea university. Verified email at korea.ac.kr - Homepage · Physicsoptical physicsoptical microscopydeep-tissue imagingimaging through ...",https://scholar.google.com/citations?user=vbnuUcwAAAAJ&hl=en,Google Scholar
Joongmin Shin - Google 학술 검색,KKzAjXAAAAAJ,"공동 저자. Heuiseok LImProfessor at Computer science & eng., Korea Universitykorea. ... ac.kr의 이메일 확인됨 - 홈페이지 · NLPRAGParsingChunking ...",https://scholar.google.com/citations?user=KKzAjXAAAAAJ&hl=ko,Google Scholar
Heewon Jeong - Google 학술 검색,jSbHyvwAAAAJ,Jin Hwi Kimkorea universitykorea.ac.kr의 이메일 확인됨.,https://scholar.google.com/citations?user=jSbHyvwAAAAJ&hl=ko,Google Scholar
Heewon Jeong - Google 학술 검색,jSbHyvwAAAAJ,Jin Hwi Kimkorea universitykorea.ac.kr의 이메일 확인됨.,https://scholar.google.com/citations?user=jSbHyvwAAAAJ&hl=ko,Google Scholar
Young Jae Lee,m79HxZsAAAAJ,", Korea University. Verified email at korea.ac.kr. Deep Reinforcement LearningSelf/Semi-Supervised LearningArtificial Intelligence. ArticlesCited by. Title.",https://scholar.google.com/citations?user=m79HxZsAAAAJ&hl=en,Google Scholar
Sangmin Lee - Google 학술 검색,nP-AXZUAAAAJ,korea.ac.kr의 이메일 확인됨 - 홈페이지 · Machine LearningMultimodal Learning ... Deep Objective Assessment Model Based on Spatio-Temporal Perception of ...,https://scholar.google.com/citations?user=nP-AXZUAAAAJ&hl=ko,Google Scholar
